Datum,vakcína,věková skupina,pohlaví,počet dávek
2021-01-14,SPIKEVAX,40-44,Z,45
2021-01-14,Comirnaty,40-44,Z,1132
2021-01-14,Comirnaty,40-44,,3
2021-01-14,Comirnaty,40-44,M,416
2021-01-14,SPIKEVAX,45-49,M,5
2021-01-14,Comirnaty,45-49,M,1
2021-01-14,SPIKEVAX,45-49,Z,57
2021-01-14,Comirnaty,45-49,,1
2021-01-14,Comirnaty,45-49,Z,1347
2021-01-14,Comirnaty,45-49,M,454
2021-01-14,SPIKEVAX,50-54,M,15
2021-01-14,SPIKEVAX,50-54,Z,65
2021-01-14,Comirnaty,50-54,M,342
2021-01-14,Comirnaty,50-54,Z,1087
2021-01-14,SPIKEVAX,55-59,Z,75
2021-01-14,SPIKEVAX,55-59,M,12
2021-01-14,Comirnaty,55-59,M,356
2021-01-14,Comirnaty,55-59,Z,1051
2021-01-14,SPIKEVAX,60-64,Z,39
2021-01-14,SPIKEVAX,60-64,M,37
2021-01-14,Comirnaty,60-64,M,1
2021-01-14,Comirnaty,60-64,M,330
2021-01-14,Comirnaty,60-64,Z,716
2021-01-14,SPIKEVAX,65-69,M,43
2021-01-14,SPIKEVAX,65-69,Z,35
2021-01-14,Comirnaty,65-69,Z,474
2021-01-14,Comirnaty,65-69,M,327
2021-01-14,SPIKEVAX,70-74,M,39
2021-01-14,SPIKEVAX,70-74,Z,53
2021-01-14,Comirnaty,70-74,,1
2021-01-14,Comirnaty,70-74,M,1
2021-01-14,Comirnaty,70-74,M,293
2021-01-14,Comirnaty,70-74,Z,365
2021-01-14,SPIKEVAX,75-79,M,45
2021-01-14,SPIKEVAX,75-79,Z,86
2021-01-14,Comirnaty,75-79,M,208
2021-01-14,Comirnaty,75-79,Z,338
2021-01-14,SPIKEVAX,80+,Z,357
2021-01-14,SPIKEVAX,80+,M,89
2021-01-14,Comirnaty,80+,Z,1368
2021-01-14,Comirnaty,80+,M,477
2021-01-15,Comirnaty,16-17,Z,4
2021-01-15,Comirnaty,16-17,M,5
2021-01-15,SPIKEVAX,18-24,M,2
2021-01-15,SPIKEVAX,18-24,Z,10
2021-01-15,SPIKEVAX,18-24,,1
2021-01-15,Comirnaty,18-24,M,130
2021-01-15,Comirnaty,18-24,Z,263
2021-01-15,SPIKEVAX,25-29,M,4
2021-01-15,SPIKEVAX,25-29,Z,12
2021-01-15,Comirnaty,25-29,,4
2021-01-15,Comirnaty,25-29,Z,389
2021-01-15,Comirnaty,25-29,M,219
2021-01-15,SPIKEVAX,30-34,Z,17
2021-01-15,SPIKEVAX,30-34,M,4
2021-01-15,Comirnaty,30-34,Z,407
2021-01-15,Comirnaty,30-34,M,275
2021-01-15,SPIKEVAX,35-39,M,15
2021-01-15,SPIKEVAX,35-39,Z,27
2021-01-15,Comirnaty,35-39,M,298
2021-01-15,Comirnaty,35-39,Z,620
2021-01-15,SPIKEVAX,40-44,Z,51
2021-01-15,SPIKEVAX,40-44,M,14
2021-01-15,Comirnaty,40-44,,2
2021-01-15,Comirnaty,40-44,Z,1019
2021-01-15,Comirnaty,40-44,M,352
2021-01-15,Comirnaty,45-49,Z,1168
2021-01-15,SPIKEVAX,45-49,Z,73
2021-01-15,SPIKEVAX,45-49,M,15
2021-01-15,Comirnaty,45-49,,1
2021-01-15,Comirnaty,45-49,M,327
2021-01-15,SPIKEVAX,50-54,M,24
2021-01-15,Comirnaty,50-54,Z,1042
2021-01-15,SPIKEVAX,50-54,Z,73
2021-01-15,Comirnaty,50-54,M,1
2021-01-15,Comirnaty,50-54,M,312
2021-01-15,Comirnaty,50-54,,1
2021-01-15,SPIKEVAX,55-59,M,30
2021-01-15,Comirnaty,55-59,Z,974
2021-01-15,Comirnaty,55-59,M,325
2021-01-15,SPIKEVAX,55-59,Z,58
2021-01-15,SPIKEVAX,60-64,Z,37
2021-01-15,SPIKEVAX,60-64,M,27
2021-01-15,Comirnaty,60-64,Z,705
2021-01-15,Comirnaty,60-64,M,334
2021-01-15,Comirnaty,65-69,Z,504
2021-01-15,SPIKEVAX,65-69,Z,16
2021-01-15,SPIKEVAX,65-69,M,25
2021-01-15,Comirnaty,65-69,M,273
2021-01-15,SPIKEVAX,70-74,M,22
2021-01-15,SPIKEVAX,70-74,Z,23
2021-01-15,Comirnaty,70-74,M,237
2021-01-15,Comirnaty,70-74,Z,371
2021-01-15,Comirnaty,75-79,Z,356
2021-01-15,SPIKEVAX,75-79,M,14
2021-01-15,SPIKEVAX,75-79,Z,31
2021-01-15,Comirnaty,75-79,M,183
2021-01-15,Comirnaty,80+,Z,1601
2021-01-15,SPIKEVAX,80+,Z,119
2021-01-15,Comirnaty,80+,M,555
2021-01-15,SPIKEVAX,80+,M,23
2021-01-16,SPIKEVAX,18-24,Z,5
2021-01-16,SPIKEVAX,18-24,M,1
2021-01-16,Comirnaty,18-24,Z,45
2021-01-16,Comirnaty,18-24,M,17
2021-01-16,SPIKEVAX,25-29,Z,3
2021-01-16,Comirnaty,25-29,Z,54
2021-01-16,Comirnaty,25-29,M,1
2021-01-16,Comirnaty,25-29,,1
2021-01-16,Comirnaty,25-29,M,15
2021-01-16,SPIKEVAX,30-34,M,1
2021-01-16,Comirnaty,30-34,Z,60
2021-01-16,Comirnaty,30-34,M,25
2021-01-16,SPIKEVAX,30-34,Z,3
2021-01-16,Comirnaty,30-34,M,1
2021-01-16,SPIKEVAX,35-39,Z,4
2021-01-16,SPIKEVAX,35-39,M,4
2021-01-16,Comirnaty,35-39,M,38
2021-01-16,Comirnaty,35-39,Z,74
2021-01-16,SPIKEVAX,40-44,M,3
2021-01-16,SPIKEVAX,40-44,Z,15
2021-01-16,Comirnaty,40-44,M,1
2021-01-16,Comirnaty,40-44,Z,137
2021-01-16,Comirnaty,40-44,,1
2021-01-16,Comirnaty,40-44,M,58
2021-01-16,SPIKEVAX,45-49,Z,12
2021-01-16,SPIKEVAX,45-49,M,4
2021-01-16,Comirnaty,45-49,Z,143
2021-01-16,Comirnaty,45-49,M,55
2021-01-16,SPIKEVAX,50-54,M,4
2021-01-16,SPIKEVAX,50-54,Z,29
2021-01-16,Comirnaty,50-54,M,43
2021-01-16,Comirnaty,50-54,M,1
2021-01-16,Comirnaty,50-54,Z,139
2021-01-16,SPIKEVAX,55-59,Z,24
2021-01-16,SPIKEVAX,55-59,,1
2021-01-16,SPIKEVAX,55-59,M,6
2021-01-16,Comirnaty,55-59,Z,111
2021-01-16,Comirnaty,55-59,M,50
2021-01-16,SPIKEVAX,60-64,Z,8
2021-01-16,SPIKEVAX,60-64,M,8
2021-01-16,Comirnaty,60-64,M,55
2021-01-16,Comirnaty,60-64,Z,115
2021-01-16,Comirnaty,65-69,Z,88
2021-01-16,SPIKEVAX,65-69,Z,10
2021-01-16,SPIKEVAX,65-69,M,5
2021-01-16,Comirnaty,65-69,M,61
2021-01-16,SPIKEVAX,70-74,Z,18
2021-01-16,SPIKEVAX,70-74,M,9
2021-01-16,Comirnaty,70-74,M,58
2021-01-16,Comirnaty,70-74,Z,79
2021-01-16,SPIKEVAX,75-79,M,11
2021-01-16,SPIKEVAX,75-79,Z,23
2021-01-16,Comirnaty,75-79,M,55
2021-01-16,Comirnaty,75-79,Z,102
2021-01-16,SPIKEVAX,80+,M,23
2021-01-16,SPIKEVAX,80+,Z,94
2021-01-16,Comirnaty,80+,Z,910
2021-01-16,Comirnaty,80+,,1
2021-01-16,Comirnaty,80+,M,485
2021-01-17,Comirnaty,18-24,M,13
2021-01-17,Comirnaty,18-24,,1
2021-01-17,Comirnaty,18-24,Z,12
2021-01-17,Comirnaty,18-24,Z,28
2021-01-17,Comirnaty,18-24,M,14
2021-01-17,SPIKEVAX,18-24,Z,2
2021-01-17,SPIKEVAX,25-29,Z,1
2021-01-17,Comirnaty,25-29,M,25
2021-01-17,Comirnaty,25-29,Z,42
2021-01-17,Comirnaty,25-29,Z,44
2021-01-17,Comirnaty,25-29,M,18
2021-01-17,SPIKEVAX,30-34,Z,3
2021-01-17,Comirnaty,30-34,,1
2021-01-17,Comirnaty,30-34,Z,39
2021-01-17,Comirnaty,30-34,M,31
2021-01-17,Comirnaty,30-34,M,19
2021-01-17,Comirnaty,30-34,Z,29
2021-01-17,SPIKEVAX,35-39,M,3
2021-01-17,SPIKEVAX,35-39,Z,3
2021-01-17,Comirnaty,35-39,M,23
2021-01-17,Comirnaty,35-39,Z,29
2021-01-17,Comirnaty,35-39,M,15
2021-01-17,Comirnaty,35-39,Z,46
2021-01-17,SPIKEVAX,40-44,M,1
2021-01-17,SPIKEVAX,40-44,Z,3
2021-01-17,Comirnaty,40-44,M,23
2021-01-17,Comirnaty,40-44,Z,66
2021-01-17,Comirnaty,40-44,,1
2021-01-17,Comirnaty,40-44,Z,64
2021-01-17,Comirnaty,40-44,M,12
2021-01-17,SPIKEVAX,45-49,Z,5
2021-01-17,SPIKEVAX,45-49,M,1
2021-01-17,Comirnaty,45-49,Z,74
2021-01-17,Comirnaty,45-49,M,24
2021-01-17,Comirnaty,45-49,Z,79
2021-01-17,Comirnaty,45-49,M,21
2021-01-17,SPIKEVAX,50-54,Z,2
2021-01-17,SPIKEVAX,50-54,M,1
2021-01-17,Comirnaty,50-54,M,15
2021-01-17,Comirnaty,50-54,Z,53
2021-01-17,Comirnaty,50-54,Z,68
2021-01-17,Comirnaty,50-54,M,21
2021-01-17,SPIKEVAX,55-59,M,1
2021-01-17,SPIKEVAX,55-59,Z,8
2021-01-17,Comirnaty,55-59,M,15
2021-01-17,Comirnaty,55-59,M,26
2021-01-17,Comirnaty,55-59,Z,37
2021-01-17,Comirnaty,55-59,,1
2021-01-17,Comirnaty,55-59,Z,54
2021-01-17,SPIKEVAX,60-64,Z,5
2021-01-17,SPIKEVAX,60-64,M,2
2021-01-17,Comirnaty,60-64,Z,39
2021-01-17,Comirnaty,60-64,M,16
2021-01-17,Comirnaty,60-64,Z,64
2021-01-17,Comirnaty,60-64,M,15
2021-01-17,SPIKEVAX,65-69,Z,6
2021-01-17,Comirnaty,65-69,Z,14
2021-01-17,Comirnaty,65-69,M,13
2021-01-17,Comirnaty,65-69,Z,59
2021-01-17,Comirnaty,65-69,M,22
2021-01-17,SPIKEVAX,70-74,Z,3
2021-01-17,SPIKEVAX,70-74,M,2
2021-01-17,Comirnaty,70-74,Z,5
2021-01-17,Comirnaty,70-74,M,8
2021-01-17,Comirnaty,70-74,M,26
2021-01-17,Comirnaty,70-74,Z,49
2021-01-17,SPIKEVAX,75-79,Z,9
2021-01-17,Comirnaty,75-79,Z,80
2021-01-17,SPIKEVAX,75-79,M,3
2021-01-17,Comirnaty,75-79,M,3
2021-01-17,Comirnaty,75-79,Z,2
2021-01-17,Comirnaty,75-79,M,40
2021-01-17,Comirnaty,80+,Z,1011
2021-01-17,Comirnaty,80+,Z,3
2021-01-17,Comirnaty,80+,M,608
2021-01-17,Comirnaty,80+,M,1
2021-01-17,SPIKEVAX,80+,M,7
2021-01-17,SPIKEVAX,80+,Z,21
2021-01-18,Comirnaty,12-15,M,1
2021-01-18,Comirnaty,16-17,Z,3
2021-01-18,Comirnaty,16-17,M,2
2021-01-18,SPIKEVAX,18-24,Z,1
2021-01-18,Comirnaty,18-24,,2
2021-01-18,Comirnaty,18-24,Z,49
2021-01-18,SPIKEVAX,18-24,,1
2021-01-18,Comirnaty,18-24,M,18
2021-01-18,Comirnaty,18-24,,2
2021-01-18,Comirnaty,18-24,Z,163
2021-01-18,Comirnaty,18-24,M,76
2021-01-18,Comirnaty,25-29,M,55
2021-01-18,Comirnaty,25-29,,1
2021-01-18,Comirnaty,25-29,Z,89
2021-01-18,Comirnaty,25-29,M,94
2021-01-18,Comirnaty,25-29,Z,253
2021-01-18,Comirnaty,25-29,,2
2021-01-18,SPIKEVAX,30-34,Z,1
2021-01-18,Comirnaty,30-34,,1
2021-01-18,Comirnaty,30-34,M,83
2021-01-18,Comirnaty,30-34,Z,97
2021-01-18,Comirnaty,30-34,M,129
2021-01-18,Comirnaty,30-34,Z,318
2021-01-18,SPIKEVAX,35-39,M,3
2021-01-18,Comirnaty,35-39,M,67
2021-01-18,Comirnaty,35-39,,1
2021-01-18,Comirnaty,35-39,Z,106
2021-01-18,Comirnaty,35-39,Z,477
2021-01-18,Comirnaty,35-39,M,169
2021-01-18,Comirnaty,35-39,,1
2021-01-18,Comirnaty,40-44,Z,163
2021-01-18,Comirnaty,40-44,M,81
2021-01-18,Comirnaty,40-44,M,192
2021-01-18,Comirnaty,40-44,Z,777
2021-01-18,SPIKEVAX,40-44,Z,8
2021-01-18,Comirnaty,45-49,Z,176
2021-01-18,SPIKEVAX,45-49,M,1
2021-01-18,SPIKEVAX,45-49,Z,5
2021-01-18,SPIKEVAX,45-49,,1
2021-01-18,Comirnaty,45-49,M,66
2021-01-18,Comirnaty,45-49,Z,865
2021-01-18,Comirnaty,45-49,M,199
2021-01-18,Comirnaty,45-49,,1
2021-01-18,SPIKEVAX,50-54,Z,1
2021-01-18,SPIKEVAX,50-54,M,1
2021-01-18,Comirnaty,50-54,M,57
2021-01-18,Comirnaty,50-54,Z,145
2021-01-18,Comirnaty,50-54,M,166
2021-01-18,Comirnaty,50-54,Z,740
2021-01-18,SPIKEVAX,55-59,M,3
2021-01-18,SPIKEVAX,55-59,Z,8
2021-01-18,Comirnaty,55-59,M,32
2021-01-18,Comirnaty,55-59,Z,115
2021-01-18,Comirnaty,55-59,M,183
2021-01-18,Comirnaty,55-59,Z,697
2021-01-18,Comirnaty,60-64,M,42
2021-01-18,SPIKEVAX,60-64,M,1
2021-01-18,SPIKEVAX,60-64,Z,5
2021-01-18,Comirnaty,60-64,Z,107
2021-01-18,Comirnaty,60-64,M,204
2021-01-18,Comirnaty,60-64,Z,539
2021-01-18,Comirnaty,65-69,M,221
2021-01-18,SPIKEVAX,65-69,M,5
2021-01-18,Comirnaty,65-69,Z,68
2021-01-18,SPIKEVAX,65-69,Z,2
2021-01-18,Comirnaty,65-69,Z,367
2021-01-18,Comirnaty,65-69,M,51
2021-01-18,SPIKEVAX,70-74,M,4
2021-01-18,SPIKEVAX,70-74,Z,4
2021-01-18,Comirnaty,70-74,M,30
2021-01-18,Comirnaty,70-74,Z,26
2021-01-18,Comirnaty,70-74,M,191
2021-01-18,Comirnaty,70-74,Z,274
2021-01-18,SPIKEVAX,75-79,M,2
2021-01-18,SPIKEVAX,75-79,Z,18
2021-01-18,Comirnaty,75-79,Z,18
2021-01-18,Comirnaty,75-79,M,8
2021-01-18,Comirnaty,75-79,Z,288
2021-01-18,Comirnaty,75-79,M,143
2021-01-18,Comirnaty,80+,Z,2900
2021-01-18,SPIKEVAX,80+,Z,95
2021-01-18,Comirnaty,80+,M,1673
2021-01-18,Comirnaty,80+,Z,52
2021-01-18,SPIKEVAX,80+,M,11
2021-01-18,Comirnaty,80+,M,21
2021-01-19,SPIKEVAX,12-15,M,1
2021-01-19,Comirnaty,16-17,M,1
2021-01-19,SPIKEVAX,18-24,Z,9
2021-01-19,SPIKEVAX,18-24,M,5
2021-01-19,Comirnaty,18-24,M,28
2021-01-19,Comirnaty,18-24,Z,50
2021-01-19,Comirnaty,18-24,Z,132
2021-01-19,Comirnaty,18-24,,3
2021-01-19,Comirnaty,18-24,,4
2021-01-19,Comirnaty,18-24,M,46
2021-01-19,Comirnaty,25-29,,4
2021-01-19,SPIKEVAX,25-29,M,3
2021-01-19,Comirnaty,25-29,Z,148
2021-01-19,Comirnaty,25-29,Z,189
2021-01-19,Comirnaty,25-29,,1
2021-01-19,Comirnaty,25-29,M,71
2021-01-19,Comirnaty,25-29,M,73
2021-01-19,SPIKEVAX,25-29,Z,5
2021-01-19,Comirnaty,30-34,Z,104
2021-01-19,SPIKEVAX,30-34,Z,13
2021-01-19,Comirnaty,30-34,,2
2021-01-19,Comirnaty,30-34,M,90
2021-01-19,Comirnaty,30-34,M,107
2021-01-19,Comirnaty,30-34,Z,250
2021-01-19,SPIKEVAX,30-34,M,6
2021-01-19,Comirnaty,35-39,Z,132
2021-01-19,SPIKEVAX,35-39,Z,26
2021-01-19,Comirnaty,35-39,M,122
2021-01-19,Comirnaty,35-39,,1
2021-01-19,Comirnaty,35-39,Z,350
2021-01-19,Comirnaty,35-39,M,87
2021-01-19,SPIKEVAX,35-39,M,9
2021-01-19,SPIKEVAX,40-44,M,6
2021-01-19,SPIKEVAX,40-44,Z,40
2021-01-19,Comirnaty,40-44,Z,244
2021-01-19,Comirnaty,40-44,M,175
2021-01-19,Comirnaty,40-44,Z,631
2021-01-19,Comirnaty,40-44,M,85
2021-01-19,Comirnaty,45-49,Z,284
2021-01-19,Comirnaty,45-49,M,203
2021-01-19,Comirnaty,45-49,Z,758
2021-01-19,SPIKEVAX,45-49,Z,52
2021-01-19,Comirnaty,45-49,M,82
2021-01-19,SPIKEVAX,45-49,M,9
2021-01-19,SPIKEVAX,50-54,Z,64
2021-01-19,Comirnaty,50-54,,1
2021-01-19,Comirnaty,50-54,M,59
2021-01-19,Comirnaty,50-54,Z,660
2021-01-19,SPIKEVAX,50-54,M,10
2021-01-19,Comirnaty,50-54,M,143
2021-01-19,Comirnaty,50-54,Z,213
2021-01-19,Comirnaty,55-59,Z,669
2021-01-19,Comirnaty,55-59,M,179
2021-01-19,Comirnaty,55-59,M,48
2021-01-19,SPIKEVAX,55-59,Z,52
2021-01-19,SPIKEVAX,55-59,M,6
2021-01-19,Comirnaty,55-59,Z,219
2021-01-19,SPIKEVAX,60-64,Z,35
2021-01-19,Comirnaty,60-64,Z,127
2021-01-19,Comirnaty,60-64,M,57
2021-01-19,Comirnaty,60-64,Z,496
2021-01-19,Comirnaty,60-64,M,170
2021-01-19,SPIKEVAX,60-64,M,21
2021-01-19,Comirnaty,65-69,Z,90
2021-01-19,Comirnaty,65-69,M,73
2021-01-19,Comirnaty,65-69,M,217
2021-01-19,Comirnaty,65-69,Z,328
2021-01-19,SPIKEVAX,65-69,M,15
2021-01-19,SPIKEVAX,65-69,Z,12
2021-01-19,Comirnaty,70-74,M,43
2021-01-19,Comirnaty,70-74,Z,50
2021-01-19,Comirnaty,70-74,M,175
2021-01-19,Comirnaty,70-74,Z,241
2021-01-19,SPIKEVAX,70-74,M,20
2021-01-19,SPIKEVAX,70-74,Z,22
2021-01-19,Comirnaty,70-74,,1
2021-01-19,Comirnaty,75-79,Z,33
2021-01-19,Comirnaty,75-79,Z,217
2021-01-19,Comirnaty,75-79,M,19
2021-01-19,SPIKEVAX,75-79,Z,47
2021-01-19,SPIKEVAX,75-79,M,28
2021-01-19,Comirnaty,75-79,M,109
2021-01-19,Comirnaty,80+,M,57
2021-01-19,Comirnaty,80+,Z,219
2021-01-19,Comirnaty,80+,M,1901
2021-01-19,SPIKEVAX,80+,M,47
2021-01-19,SPIKEVAX,80+,Z,218
2021-01-19,Comirnaty,80+,Z,3281
2021-01-20,SPIKEVAX,16-17,Z,1
2021-01-20,Comirnaty,18-24,,1
2021-01-20,Comirnaty,18-24,Z,150
2021-01-20,SPIKEVAX,18-24,Z,15
2021-01-20,SPIKEVAX,18-24,M,4
2021-01-20,Comirnaty,18-24,,1
2021-01-20,Comirnaty,18-24,Z,49
2021-01-20,Comirnaty,18-24,M,30
2021-01-20,Comirnaty,18-24,M,38
2021-01-20,Comirnaty,25-29,M,82
2021-01-20,SPIKEVAX,25-29,M,7
2021-01-20,Comirnaty,25-29,,3
2021-01-20,SPIKEVAX,25-29,Z,24
2021-01-20,Comirnaty,25-29,M,72
2021-01-20,Comirnaty,25-29,Z,156
2021-01-20,Comirnaty,25-29,Z,176
2021-01-20,SPIKEVAX,30-34,Z,24
2021-01-20,Comirnaty,30-34,M,92
2021-01-20,SPIKEVAX,30-34,M,16
2021-01-20,Comirnaty,30-34,Z,106
2021-01-20,Comirnaty,30-34,M,73
2021-01-20,Comirnaty,30-34,,1
2021-01-20,Comirnaty,30-34,Z,235
2021-01-20,Comirnaty,35-39,Z,406
2021-01-20,SPIKEVAX,35-39,M,10
2021-01-20,Comirnaty,35-39,Z,156
2021-01-20,SPIKEVAX,35-39,Z,35
2021-01-20,Comirnaty,35-39,,2
2021-01-20,Comirnaty,35-39,M,96
2021-01-20,Comirnaty,35-39,M,97
2021-01-20,SPIKEVAX,40-44,Z,55
2021-01-20,SPIKEVAX,40-44,M,14
2021-01-20,Comirnaty,40-44,M,96
2021-01-20,Comirnaty,40-44,Z,262
2021-01-20,Comirnaty,40-44,Z,536
2021-01-20,Comirnaty,40-44,M,129
2021-01-20,Comirnaty,40-44,,1
2021-01-20,SPIKEVAX,45-49,M,21
2021-01-20,Comirnaty,45-49,M,91
2021-01-20,Comirnaty,45-49,Z,245
2021-01-20,SPIKEVAX,45-49,Z,100
2021-01-20,Comirnaty,45-49,Z,728
2021-01-20,Comirnaty,45-49,M,142
2021-01-20,Comirnaty,45-49,,1
2021-01-20,Comirnaty,50-54,M,53
2021-01-20,SPIKEVAX,50-54,Z,109
2021-01-20,Comirnaty,50-54,Z,210
2021-01-20,Comirnaty,50-54,,1
2021-01-20,SPIKEVAX,50-54,M,23
2021-01-20,Comirnaty,50-54,Z,650
2021-01-20,Comirnaty,50-54,M,130
2021-01-20,SPIKEVAX,55-59,Z,94
2021-01-20,Comirnaty,55-59,Z,227
2021-01-20,Comirnaty,55-59,M,63
2021-01-20,SPIKEVAX,55-59,M,25
2021-01-20,Comirnaty,55-59,Z,621
2021-01-20,Comirnaty,55-59,M,150
2021-01-20,Comirnaty,60-64,M,76
2021-01-20,SPIKEVAX,60-64,M,34
2021-01-20,SPIKEVAX,60-64,Z,58
2021-01-20,Comirnaty,60-64,M,196
2021-01-20,Comirnaty,60-64,Z,150
2021-01-20,Comirnaty,60-64,Z,461
2021-01-20,SPIKEVAX,65-69,Z,30
2021-01-20,SPIKEVAX,65-69,M,36
2021-01-20,Comirnaty,65-69,Z,73
2021-01-20,Comirnaty,65-69,M,64
2021-01-20,Comirnaty,65-69,M,176
2021-01-20,Comirnaty,65-69,Z,318
2021-01-20,SPIKEVAX,70-74,M,47
2021-01-20,SPIKEVAX,70-74,Z,51
2021-01-20,Comirnaty,70-74,Z,42
2021-01-20,Comirnaty,70-74,M,45
2021-01-20,Comirnaty,70-74,M,152
2021-01-20,Comirnaty,70-74,Z,246
2021-01-20,SPIKEVAX,75-79,M,47
2021-01-20,SPIKEVAX,75-79,Z,102
2021-01-20,Comirnaty,75-79,M,13
2021-01-20,Comirnaty,75-79,Z,247
2021-01-20,Comirnaty,75-79,Z,34
2021-01-20,Comirnaty,75-79,M,109
2021-01-20,SPIKEVAX,80+,M,85
2021-01-20,Comirnaty,80+,Z,104
2021-01-20,Comirnaty,80+,M,2085
2021-01-20,Comirnaty,80+,Z,3766
2021-01-20,SPIKEVAX,80+,Z,520
2021-01-20,Comirnaty,80+,M,51
2021-01-21,Comirnaty,16-17,Z,1
2021-01-21,Comirnaty,16-17,M,2
2021-01-21,Comirnaty,16-17,Z,3
2021-01-21,SPIKEVAX,18-24,Z,10
2021-01-21,Comirnaty,18-24,M,16
2021-01-21,Comirnaty,18-24,Z,42
2021-01-21,Comirnaty,18-24,Z,140
2021-01-21,SPIKEVAX,18-24,M,1
2021-01-21,Comirnaty,18-24,M,41
2021-01-21,Comirnaty,18-24,,2
2021-01-21,Comirnaty,25-29,M,78
2021-01-21,Comirnaty,25-29,Z,85
2021-01-21,SPIKEVAX,25-29,M,6
2021-01-21,SPIKEVAX,25-29,Z,14
2021-01-21,Comirnaty,25-29,M,79
2021-01-21,Comirnaty,25-29,Z,228
2021-01-21,Comirnaty,25-29,,3
2021-01-21,SPIKEVAX,30-34,Z,28
2021-01-21,SPIKEVAX,30-34,M,4
2021-01-21,Comirnaty,30-34,M,73
2021-01-21,Comirnaty,30-34,,1
2021-01-21,Comirnaty,30-34,,3
2021-01-21,Comirnaty,30-34,Z,74
2021-01-21,Comirnaty,30-34,Z,214
2021-01-21,Comirnaty,30-34,M,107
2021-01-21,SPIKEVAX,35-39,Z,33
2021-01-21,Comirnaty,35-39,Z,105
2021-01-21,Comirnaty,35-39,M,48
2021-01-21,Comirnaty,35-39,M,119
2021-01-21,Comirnaty,35-39,Z,390
2021-01-21,Comirnaty,35-39,,1
2021-01-21,SPIKEVAX,35-39,M,3
2021-01-21,SPIKEVAX,40-44,Z,67
2021-01-21,SPIKEVAX,40-44,M,10
2021-01-21,Comirnaty,40-44,M,49
2021-01-21,Comirnaty,40-44,Z,192
2021-01-21,Comirnaty,40-44,Z,619
2021-01-21,Comirnaty,40-44,M,172
2021-01-21,SPIKEVAX,45-49,Z,70
2021-01-21,SPIKEVAX,45-49,M,9
2021-01-21,Comirnaty,45-49,Z,196
2021-01-21,Comirnaty,45-49,M,52
2021-01-21,Comirnaty,45-49,Z,751
2021-01-21,Comirnaty,45-49,M,156
2021-01-21,SPIKEVAX,50-54,M,16
2021-01-21,SPIKEVAX,50-54,Z,80
2021-01-21,Comirnaty,50-54,,1
2021-01-21,Comirnaty,50-54,M,156
2021-01-21,Comirnaty,50-54,M,40
2021-01-21,Comirnaty,50-54,Z,661
2021-01-21,Comirnaty,50-54,Z,160
2021-01-21,SPIKEVAX,55-59,M,18
2021-01-21,SPIKEVAX,55-59,Z,78
2021-01-21,Comirnaty,55-59,Z,129
2021-01-21,Comirnaty,55-59,M,49
2021-01-21,Comirnaty,55-59,,1
2021-01-21,Comirnaty,55-59,M,171
2021-01-21,Comirnaty,55-59,Z,632
2021-01-21,SPIKEVAX,60-64,M,19
2021-01-21,SPIKEVAX,60-64,Z,38
2021-01-21,Comirnaty,60-64,M,50
2021-01-21,Comirnaty,60-64,Z,92
2021-01-21,Comirnaty,60-64,M,165
2021-01-21,Comirnaty,60-64,Z,421
2021-01-21,SPIKEVAX,65-69,Z,39
2021-01-21,SPIKEVAX,65-69,M,25
2021-01-21,Comirnaty,65-69,Z,37
2021-01-21,Comirnaty,65-69,M,227
2021-01-21,Comirnaty,65-69,M,43
2021-01-21,Comirnaty,65-69,,1
2021-01-21,Comirnaty,65-69,Z,279
2021-01-21,SPIKEVAX,70-74,M,31
2021-01-21,SPIKEVAX,70-74,Z,37
2021-01-21,Comirnaty,70-74,M,28
2021-01-21,Comirnaty,70-74,M,196
2021-01-21,Comirnaty,70-74,Z,32
2021-01-21,Comirnaty,70-74,Z,236
2021-01-21,Comirnaty,75-79,Z,318
2021-01-21,SPIKEVAX,75-79,M,23
2021-01-21,Comirnaty,75-79,M,166
2021-01-21,Comirnaty,75-79,M,14
2021-01-21,Comirnaty,75-79,Z,18
2021-01-21,SPIKEVAX,75-79,Z,54
2021-01-21,SPIKEVAX,80+,Z,200
2021-01-21,Comirnaty,80+,M,20
2021-01-21,Comirnaty,80+,Z,5132
2021-01-21,SPIKEVAX,80+,M,53
2021-01-21,Comirnaty,80+,Z,20
2021-01-21,Comirnaty,80+,M,2895
2021-01-22,Comirnaty,16-17,Z,4
2021-01-22,SPIKEVAX,18-24,M,2
2021-01-22,Comirnaty,18-24,M,43
2021-01-22,SPIKEVAX,18-24,Z,5
2021-01-22,Comirnaty,18-24,Z,21
2021-01-22,Comirnaty,18-24,Z,151
2021-01-22,Comirnaty,18-24,,7
2021-01-22,Comirnaty,18-24,M,8
2021-01-22,SPIKEVAX,25-29,M,7
2021-01-22,SPIKEVAX,25-29,Z,1
2021-01-22,Comirnaty,25-29,M,79
2021-01-22,Comirnaty,25-29,,5
2021-01-22,Comirnaty,25-29,M,28
2021-01-22,Comirnaty,25-29,Z,47
2021-01-22,Comirnaty,25-29,Z,207
2021-01-22,SPIKEVAX,30-34,Z,4
2021-01-22,Comirnaty,30-34,,1
2021-01-22,Comirnaty,30-34,M,31
2021-01-22,Comirnaty,30-34,,1
2021-01-22,SPIKEVAX,30-34,M,7
