Datum,vakcína,věková skupina,pohlaví,počet dávek
2021-12-01,Comirnaty,30-34,,3
2021-12-01,SPIKEVAX,30-34,Z,53
2021-12-01,Comirnaty,30-34,,2
2021-12-01,Comirnaty,30-34,,2
2021-12-01,SPIKEVAX,30-34,M,54
2021-12-01,SPIKEVAX,30-34,Z,57
2021-12-01,Comirnaty,30-34,Z,224
2021-12-01,Comirnaty,30-34,M,234
2021-12-01,Comirnaty,30-34,,2
2021-12-01,COVID-19 Vaccine Janssen,30-34,,8
2021-12-01,COVID-19 Vaccine Janssen,30-34,,5
2021-12-01,COVID-19 Vaccine Janssen,30-34,Z,75
2021-12-01,Comirnaty,35-39,,3
2021-12-01,Comirnaty,35-39,M,412
2021-12-01,Comirnaty,35-39,Z,418
2021-12-01,SPIKEVAX,35-39,Z,97
2021-12-01,SPIKEVAX,35-39,M,90
2021-12-01,SPIKEVAX,35-39,Z,41
2021-12-01,COVID-19 Vaccine Janssen,35-39,,3
2021-12-01,COVID-19 Vaccine Janssen,35-39,M,144
2021-12-01,COVID-19 Vaccine Janssen,35-39,Z,56
2021-12-01,Comirnaty,35-39,Z,390
2021-12-01,Comirnaty,35-39,M,314
2021-12-01,SPIKEVAX,35-39,M,59
2021-12-01,COVID-19 Vaccine Janssen,35-39,M,1
2021-12-01,SPIKEVAX,35-39,,1
2021-12-01,COVID-19 Vaccine Janssen,35-39,M,1
2021-12-01,COVID-19 Vaccine Janssen,35-39,,3
2021-12-01,Comirnaty,35-39,M,481
2021-12-01,Comirnaty,35-39,Z,513
2021-12-01,SPIKEVAX,35-39,Z,41
2021-12-01,SPIKEVAX,35-39,M,56
2021-12-01,Comirnaty,35-39,,3
2021-12-01,Comirnaty,35-39,,8
2021-12-01,Comirnaty,40-44,M,547
2021-12-01,Comirnaty,40-44,,2
2021-12-01,Comirnaty,40-44,,3
2021-12-01,Comirnaty,40-44,M,482
2021-12-01,Comirnaty,40-44,Z,312
2021-12-01,Comirnaty,40-44,M,450
2021-12-01,Comirnaty,40-44,,2
2021-12-01,Comirnaty,40-44,,4
2021-12-01,Comirnaty,40-44,Z,383
2021-12-01,Comirnaty,40-44,Z,650
2021-12-01,Comirnaty,40-44,,1
2021-12-01,COVID-19 Vaccine Janssen,40-44,Z,72
2021-12-01,COVID-19 Vaccine Janssen,40-44,M,137
2021-12-01,COVID-19 Vaccine Janssen,40-44,,4
2021-12-01,COVID-19 Vaccine Janssen,40-44,Z,1
2021-12-01,COVID-19 Vaccine Janssen,40-44,M,1
2021-12-01,SPIKEVAX,40-44,Z,41
2021-12-01,SPIKEVAX,40-44,M,57
2021-12-01,SPIKEVAX,40-44,,1
2021-12-01,SPIKEVAX,40-44,Z,36
2021-12-01,SPIKEVAX,40-44,M,62
2021-12-01,SPIKEVAX,40-44,Z,143
2021-12-01,SPIKEVAX,40-44,M,130
2021-12-01,VAXZEVRIA,40-44,M,1
2021-12-01,Comirnaty,45-49,,1
2021-12-01,SPIKEVAX,45-49,,3
2021-12-01,SPIKEVAX,45-49,M,47
2021-12-01,Comirnaty,45-49,,1
2021-12-01,Comirnaty,45-49,M,748
2021-12-01,SPIKEVAX,45-49,Z,41
2021-12-01,COVID-19 Vaccine Janssen,45-49,M,119
2021-12-01,Comirnaty,45-49,Z,905
2021-12-01,COVID-19 Vaccine Janssen,45-49,Z,76
2021-12-01,Comirnaty,45-49,,2
2021-12-01,Comirnaty,45-49,Z,347
2021-12-01,COVID-19 Vaccine Janssen,45-49,M,2
2021-12-01,SPIKEVAX,45-49,M,44
2021-12-01,SPIKEVAX,45-49,Z,38
2021-12-01,COVID-19 Vaccine Janssen,45-49,,1
2021-12-01,Comirnaty,45-49,Z,349
2021-12-01,Comirnaty,45-49,M,385
2021-12-01,COVID-19 Vaccine Janssen,45-49,,2
2021-12-01,Comirnaty,45-49,M,423
2021-12-01,SPIKEVAX,45-49,Z,217
2021-12-01,SPIKEVAX,45-49,M,178
2021-12-01,Comirnaty,50-54,M,269
2021-12-01,Comirnaty,50-54,,1
2021-12-01,SPIKEVAX,50-54,M,27
2021-12-01,SPIKEVAX,50-54,M,166
2021-12-01,Comirnaty,50-54,Z,224
2021-12-01,Comirnaty,50-54,M,330
2021-12-01,SPIKEVAX,50-54,Z,39
2021-12-01,COVID-19 Vaccine Janssen,50-54,Z,48
2021-12-01,COVID-19 Vaccine Janssen,50-54,M,87
2021-12-01,COVID-19 Vaccine Janssen,50-54,,3
2021-12-01,COVID-19 Vaccine Janssen,50-54,,1
2021-12-01,Comirnaty,50-54,,1
2021-12-01,Comirnaty,50-54,,2
2021-12-01,SPIKEVAX,50-54,,1
2021-12-01,SPIKEVAX,50-54,,1
2021-12-01,SPIKEVAX,50-54,M,40
2021-12-01,SPIKEVAX,50-54,Z,28
2021-12-01,Comirnaty,50-54,Z,913
2021-12-01,Comirnaty,50-54,M,817
2021-12-01,VAXZEVRIA,50-54,Z,1
2021-12-01,COVID-19 Vaccine Janssen,50-54,Z,5
2021-12-01,COVID-19 Vaccine Janssen,50-54,M,3
2021-12-01,SPIKEVAX,50-54,Z,222
2021-12-01,Comirnaty,50-54,Z,218
2021-12-01,Comirnaty,55-59,M,283
2021-12-01,Comirnaty,55-59,M,253
2021-12-01,Comirnaty,55-59,Z,224
2021-12-01,SPIKEVAX,55-59,M,248
2021-12-01,SPIKEVAX,55-59,Z,269
2021-12-01,COVID-19 Vaccine Janssen,55-59,Z,35
2021-12-01,COVID-19 Vaccine Janssen,55-59,M,67
2021-12-01,COVID-19 Vaccine Janssen,55-59,,1
2021-12-01,COVID-19 Vaccine Janssen,55-59,,1
2021-12-01,Comirnaty,55-59,Z,1154
2021-12-01,COVID-19 Vaccine Janssen,55-59,Z,4
2021-12-01,Comirnaty,55-59,,2
2021-12-01,Comirnaty,55-59,M,1074
2021-12-01,SPIKEVAX,55-59,Z,33
2021-12-01,SPIKEVAX,55-59,M,35
2021-12-01,Comirnaty,55-59,Z,203
2021-12-01,SPIKEVAX,55-59,Z,17
2021-12-01,SPIKEVAX,55-59,M,21
2021-12-01,Comirnaty,60-64,M,255
2021-12-01,Comirnaty,60-64,M,210
2021-12-01,SPIKEVAX,60-64,M,29
2021-12-01,COVID-19 Vaccine Janssen,60-64,M,5
2021-12-01,COVID-19 Vaccine Janssen,60-64,Z,3
2021-12-01,Comirnaty,60-64,,1
2021-12-01,SPIKEVAX,60-64,Z,697
2021-12-01,SPIKEVAX,60-64,Z,33
2021-12-01,SPIKEVAX,60-64,M,34
2021-12-01,SPIKEVAX,60-64,,1
2021-12-01,Comirnaty,60-64,Z,219
2021-12-01,Comirnaty,60-64,Z,154
2021-12-01,SPIKEVAX,60-64,Z,20
2021-12-01,COVID-19 Vaccine Janssen,60-64,Z,34
2021-12-01,COVID-19 Vaccine Janssen,60-64,M,56
2021-12-01,Comirnaty,60-64,M,3770
2021-12-01,Comirnaty,60-64,Z,3790
2021-12-01,VAXZEVRIA,60-64,Z,1
2021-12-01,VAXZEVRIA,60-64,M,1
2021-12-01,SPIKEVAX,60-64,M,746
2021-12-01,COVID-19 Vaccine Janssen,65-69,Z,23
2021-12-01,SPIKEVAX,65-69,Z,34
2021-12-01,SPIKEVAX,65-69,M,21
2021-12-01,Comirnaty,65-69,Z,7068
2021-12-01,COVID-19 Vaccine Janssen,65-69,M,3
2021-12-01,COVID-19 Vaccine Janssen,65-69,Z,8
2021-12-01,Comirnaty,65-69,,1
2021-12-01,Comirnaty,65-69,M,240
2021-12-01,Comirnaty,65-69,Z,219
2021-12-01,Comirnaty,65-69,M,6211
2021-12-01,COVID-19 Vaccine Janssen,65-69,M,37
2021-12-01,SPIKEVAX,65-69,M,1179
2021-12-01,SPIKEVAX,65-69,Z,1224
2021-12-01,SPIKEVAX,65-69,Z,21
2021-12-01,Comirnaty,65-69,Z,154
2021-12-01,SPIKEVAX,65-69,M,25
2021-12-01,Comirnaty,65-69,M,170
2021-12-01,SPIKEVAX,70-74,Z,1366
2021-12-01,SPIKEVAX,70-74,Z,19
2021-12-01,COVID-19 Vaccine Janssen,70-74,M,21
2021-12-01,COVID-19 Vaccine Janssen,70-74,Z,13
2021-12-01,Comirnaty,70-74,Z,152
2021-12-01,VAXZEVRIA,70-74,Z,1
2021-12-01,SPIKEVAX,70-74,,1
2021-12-01,SPIKEVAX,70-74,M,17
2021-12-01,COVID-19 Vaccine Janssen,70-74,M,3
2021-12-01,Comirnaty,70-74,M,5580
2021-12-01,SPIKEVAX,70-74,,1
2021-12-01,Comirnaty,70-74,Z,6708
2021-12-01,Comirnaty,70-74,M,109
2021-12-01,Comirnaty,70-74,M,149
2021-12-01,Comirnaty,70-74,Z,200
2021-12-01,SPIKEVAX,70-74,Z,16
2021-12-01,SPIKEVAX,70-74,M,13
2021-12-01,Comirnaty,70-74,,1
2021-12-01,COVID-19 Vaccine Janssen,70-74,Z,8
2021-12-01,SPIKEVAX,70-74,M,1149
2021-12-01,VAXZEVRIA,75-79,M,1
2021-12-01,COVID-19 Vaccine Janssen,75-79,Z,8
2021-12-01,COVID-19 Vaccine Janssen,75-79,M,10
2021-12-01,COVID-19 Vaccine Janssen,75-79,Z,2
2021-12-01,COVID-19 Vaccine Janssen,75-79,M,4
2021-12-01,Comirnaty,75-79,M,78
2021-12-01,Comirnaty,75-79,Z,114
2021-12-01,SPIKEVAX,75-79,Z,20
2021-12-01,SPIKEVAX,75-79,M,14
2021-12-01,Comirnaty,75-79,M,95
2021-12-01,Comirnaty,75-79,Z,156
2021-12-01,SPIKEVAX,75-79,Z,5
2021-12-01,SPIKEVAX,75-79,M,14
2021-12-01,SPIKEVAX,75-79,Z,906
2021-12-01,SPIKEVAX,75-79,M,710
2021-12-01,VAXZEVRIA,75-79,M,1
2021-12-01,VAXZEVRIA,75-79,Z,1
2021-12-01,Comirnaty,75-79,M,2850
2021-12-01,Comirnaty,75-79,Z,3673
2021-12-01,Comirnaty,80+,Z,179
2021-12-01,Comirnaty,80+,,3
2021-12-01,COVID-19 Vaccine Janssen,80+,Z,1
2021-12-01,COVID-19 Vaccine Janssen,80+,M,3
2021-12-01,Comirnaty,80+,M,48
2021-12-01,Comirnaty,80+,Z,111
2021-12-01,COVID-19 Vaccine Janssen,80+,M,8
2021-12-01,SPIKEVAX,80+,Z,753
2021-12-01,SPIKEVAX,80+,M,397
2021-12-01,VAXZEVRIA,80+,M,1
2021-12-01,SPIKEVAX,80+,Z,16
2021-12-01,Comirnaty,80+,M,68
2021-12-01,SPIKEVAX,80+,M,13
2021-12-01,COVID-19 Vaccine Janssen,80+,Z,20
2021-12-01,VAXZEVRIA,80+,M,1
2021-12-01,SPIKEVAX,80+,Z,30
2021-12-01,SPIKEVAX,80+,M,9
2021-12-01,Comirnaty,80+,Z,3065
2021-12-01,Comirnaty,80+,M,1711
2021-12-02,Comirnaty 5-11,0-11,Z,1
2021-12-02,Comirnaty 5-11,0-11,M,1
2021-12-02,Comirnaty,12-15,Z,1
2021-12-02,Comirnaty,12-15,M,587
2021-12-02,Comirnaty,12-15,Z,638
2021-12-02,Comirnaty,12-15,Z,664
2021-12-02,Comirnaty,12-15,M,649
2021-12-02,Comirnaty,12-15,,1
2021-12-02,SPIKEVAX,12-15,M,22
2021-12-02,SPIKEVAX,12-15,Z,22
2021-12-02,SPIKEVAX,12-15,M,14
2021-12-02,SPIKEVAX,12-15,Z,19
2021-12-02,Comirnaty,16-17,Z,130
2021-12-02,Comirnaty,16-17,M,8
2021-12-02,SPIKEVAX,16-17,Z,16
2021-12-02,Comirnaty,16-17,Z,5
2021-12-02,Comirnaty,16-17,Z,215
2021-12-02,Comirnaty,16-17,,2
2021-12-02,Comirnaty,16-17,M,165
2021-12-02,Comirnaty,16-17,,7
2021-12-02,Comirnaty,16-17,M,222
2021-12-02,SPIKEVAX,16-17,Z,2
2021-12-02,SPIKEVAX,16-17,M,16
2021-12-02,SPIKEVAX,16-17,Z,18
2021-12-02,SPIKEVAX,16-17,M,7
2021-12-02,COVID-19 Vaccine Janssen,18-24,,2
2021-12-02,COVID-19 Vaccine Janssen,18-24,,8
2021-12-02,COVID-19 Vaccine Janssen,18-24,M,154
2021-12-02,COVID-19 Vaccine Janssen,18-24,Z,63
2021-12-02,Comirnaty,18-24,,3
2021-12-02,Comirnaty,18-24,Z,585
2021-12-02,Comirnaty,18-24,M,667
2021-12-02,Comirnaty,18-24,M,122
2021-12-02,Comirnaty,18-24,,1
2021-12-02,Comirnaty,18-24,,5
2021-12-02,Comirnaty,18-24,,7
2021-12-02,Comirnaty,18-24,Z,173
2021-12-02,Comirnaty,18-24,Z,326
2021-12-02,Comirnaty,18-24,M,430
2021-12-02,SPIKEVAX,18-24,M,25
2021-12-02,SPIKEVAX,18-24,Z,29
2021-12-02,SPIKEVAX,18-24,,1
2021-12-02,SPIKEVAX,18-24,M,53
2021-12-02,SPIKEVAX,18-24,Z,46
2021-12-02,Comirnaty,18-24,,12
2021-12-02,Comirnaty,18-24,,7
2021-12-02,SPIKEVAX,18-24,,1
2021-12-02,SPIKEVAX,18-24,M,51
2021-12-02,SPIKEVAX,18-24,Z,38
2021-12-02,COVID-19 Vaccine Janssen,18-24,M,1
2021-12-02,COVID-19 Vaccine Janssen,18-24,Z,1
2021-12-02,Comirnaty,25-29,Z,263
2021-12-02,Comirnaty,25-29,Z,315
2021-12-02,Comirnaty,25-29,M,364
2021-12-02,Comirnaty,25-29,,3
2021-12-02,Comirnaty,25-29,,3
2021-12-02,Comirnaty,25-29,Z,508
2021-12-02,Comirnaty,25-29,M,453
2021-12-02,Comirnaty,25-29,,8
2021-12-02,Comirnaty,25-29,M,187
2021-12-02,COVID-19 Vaccine Janssen,25-29,Z,70
2021-12-02,COVID-19 Vaccine Janssen,25-29,M,156
2021-12-02,COVID-19 Vaccine Janssen,25-29,,3
2021-12-02,COVID-19 Vaccine Janssen,25-29,,5
2021-12-02,SPIKEVAX,25-29,Z,33
2021-12-02,SPIKEVAX,25-29,M,38
2021-12-02,SPIKEVAX,25-29,,2
2021-12-02,SPIKEVAX,25-29,,1
2021-12-02,SPIKEVAX,25-29,Z,41
2021-12-02,SPIKEVAX,25-29,M,47
2021-12-02,SPIKEVAX,25-29,Z,46
2021-12-02,SPIKEVAX,25-29,M,35
2021-12-02,SPIKEVAX,25-29,,1
2021-12-02,COVID-19 Vaccine Janssen,30-34,M,123
2021-12-02,COVID-19 Vaccine Janssen,30-34,Z,67
2021-12-02,SPIKEVAX,30-34,M,57
2021-12-02,SPIKEVAX,30-34,Z,72
2021-12-02,Comirnaty,30-34,Z,302
2021-12-02,Comirnaty,30-34,M,272
2021-12-02,SPIKEVAX,30-34,Z,67
2021-12-02,SPIKEVAX,30-34,M,48
2021-12-02,COVID-19 Vaccine Janssen,30-34,,3
2021-12-02,COVID-19 Vaccine Janssen,30-34,,2
2021-12-02,SPIKEVAX,30-34,Z,58
2021-12-02,Comirnaty,30-34,,3
2021-12-02,Comirnaty,30-34,,1
2021-12-02,Comirnaty,30-34,Z,425
2021-12-02,SPIKEVAX,30-34,M,55
2021-12-02,SPIKEVAX,30-34,,1
2021-12-02,Comirnaty,30-34,M,487
2021-12-02,Comirnaty,30-34,Z,548
2021-12-02,Comirnaty,30-34,,7
2021-12-02,Comirnaty,30-34,,2
2021-12-02,Comirnaty,30-34,M,422
2021-12-02,Comirnaty,35-39,Z,435
2021-12-02,Comirnaty,35-39,,1
2021-12-02,Comirnaty,35-39,,3
2021-12-02,Comirnaty,35-39,M,448
2021-12-02,SPIKEVAX,35-39,M,76
2021-12-02,SPIKEVAX,35-39,Z,101
2021-12-02,Comirnaty,35-39,Z,443
2021-12-02,Comirnaty,35-39,M,359
2021-12-02,Comirnaty,35-39,,2
2021-12-02,SPIKEVAX,35-39,M,67
2021-12-02,SPIKEVAX,35-39,Z,61
2021-12-02,Comirnaty,35-39,Z,302
2021-12-02,Comirnaty,35-39,M,339
2021-12-02,Comirnaty,35-39,,3
2021-12-02,Comirnaty,35-39,,2
2021-12-02,SPIKEVAX,35-39,M,65
2021-12-02,SPIKEVAX,35-39,Z,47
2021-12-02,COVID-19 Vaccine Janssen,35-39,Z,62
2021-12-02,COVID-19 Vaccine Janssen,35-39,M,143
2021-12-02,COVID-19 Vaccine Janssen,35-39,,5
2021-12-02,COVID-19 Vaccine Janssen,35-39,,2
2021-12-02,COVID-19 Vaccine Janssen,40-44,,5
2021-12-02,COVID-19 Vaccine Janssen,40-44,M,1
2021-12-02,COVID-19 Vaccine Janssen,40-44,Z,70
2021-12-02,COVID-19 Vaccine Janssen,40-44,M,140
2021-12-02,Comirnaty,40-44,Z,268
2021-12-02,Comirnaty,40-44,,4
2021-12-02,Comirnaty,40-44,M,419
2021-12-02,Comirnaty,40-44,Z,338
2021-12-02,Comirnaty,40-44,M,342
2021-12-02,Comirnaty,40-44,Z,786
2021-12-02,Comirnaty,40-44,M,571
2021-12-02,Comirnaty,40-44,,1
2021-12-02,SPIKEVAX,40-44,M,61
2021-12-02,SPIKEVAX,40-44,Z,51
2021-12-02,COVID-19 Vaccine Janssen,40-44,Z,3
2021-12-02,SPIKEVAX,40-44,M,65
2021-12-02,SPIKEVAX,40-44,Z,42
2021-12-02,SPIKEVAX,40-44,Z,170
2021-12-02,SPIKEVAX,40-44,M,144
2021-12-02,SPIKEVAX,40-44,,2
2021-12-02,COVID-19 Vaccine Janssen,40-44,,1
2021-12-02,SPIKEVAX,45-49,M,51
2021-12-02,SPIKEVAX,45-49,Z,226
2021-12-02,SPIKEVAX,45-49,M,218
2021-12-02,COVID-19 Vaccine Janssen,45-49,Z,57
2021-12-02,COVID-19 Vaccine Janssen,45-49,M,115
2021-12-02,SPIKEVAX,45-49,,1
2021-12-02,SPIKEVAX,45-49,M,67
2021-12-02,SPIKEVAX,45-49,Z,55
2021-12-02,COVID-19 Vaccine Janssen,45-49,,1
2021-12-02,COVID-19 Vaccine Janssen,45-49,,3
2021-12-02,COVID-19 Vaccine Janssen,45-49,M,4
2021-12-02,Comirnaty,45-49,,1
2021-12-02,Comirnaty,45-49,M,304
2021-12-02,Comirnaty,45-49,Z,233
2021-12-02,Comirnaty,45-49,Z,1059
2021-12-02,Comirnaty,45-49,M,819
2021-12-02,Comirnaty,45-49,,1
2021-12-02,Comirnaty,45-49,,5
2021-12-02,Comirnaty,45-49,M,414
2021-12-02,Comirnaty,45-49,Z,334
2021-12-02,SPIKEVAX,45-49,Z,54
2021-12-02,Comirnaty,50-54,,4
2021-12-02,Comirnaty,50-54,Z,1015
2021-12-02,Comirnaty,50-54,M,892
2021-12-02,Comirnaty,50-54,,2
2021-12-02,COVID-19 Vaccine Janssen,50-54,Z,52
2021-12-02,COVID-19 Vaccine Janssen,50-54,M,80
2021-12-02,COVID-19 Vaccine Janssen,50-54,,3
2021-12-02,COVID-19 Vaccine Janssen,50-54,Z,2
2021-12-02,COVID-19 Vaccine Janssen,50-54,M,1
2021-12-02,Comirnaty,50-54,,1
2021-12-02,Comirnaty,50-54,M,237
2021-12-02,Comirnaty,50-54,Z,196
2021-12-02,SPIKEVAX,50-54,Z,30
2021-12-02,SPIKEVAX,50-54,M,49
2021-12-02,SPIKEVAX,50-54,,1
2021-12-02,SPIKEVAX,50-54,Z,48
2021-12-02,SPIKEVAX,50-54,M,47
2021-12-02,SPIKEVAX,50-54,Z,228
2021-12-02,SPIKEVAX,50-54,M,211
2021-12-02,Comirnaty,50-54,Z,257
2021-12-02,Comirnaty,50-54,M,269
2021-12-02,Comirnaty,55-59,,1
2021-12-02,COVID-19 Vaccine Janssen,55-59,M,69
2021-12-02,COVID-19 Vaccine Janssen,55-59,Z,33
2021-12-02,SPIKEVAX,55-59,Z,39
2021-12-02,SPIKEVAX,55-59,,1
2021-12-02,SPIKEVAX,55-59,M,282
2021-12-02,SPIKEVAX,55-59,Z,345
2021-12-02,Comirnaty,55-59,Z,223
2021-12-02,COVID-19 Vaccine Janssen,55-59,M,2
2021-12-02,COVID-19 Vaccine Janssen,55-59,Z,2
2021-12-02,Comirnaty,55-59,Z,1413
2021-12-02,Comirnaty,55-59,M,249
2021-12-02,Comirnaty,55-59,Z,152
2021-12-02,SPIKEVAX,55-59,M,43
2021-12-02,SPIKEVAX,55-59,Z,24
2021-12-02,Comirnaty,55-59,,1
2021-12-02,Comirnaty,55-59,M,1214
2021-12-02,COVID-19 Vaccine Janssen,55-59,,1
2021-12-02,COVID-19 Vaccine Janssen,55-59,,1
2021-12-02,VAXZEVRIA,55-59,M,1
2021-12-02,SPIKEVAX,55-59,M,44
2021-12-02,Comirnaty,55-59,M,204
2021-12-02,Comirnaty,60-64,Z,4542
2021-12-02,SPIKEVAX,60-64,Z,755
2021-12-02,COVID-19 Vaccine Janssen,60-64,M,43
2021-12-02,COVID-19 Vaccine Janssen,60-64,Z,48
2021-12-02,Comirnaty,60-64,Z,159
2021-12-02,Comirnaty,60-64,M,176
2021-12-02,Comirnaty,60-64,,1
2021-12-02,Comirnaty,60-64,M,176
2021-12-02,SPIKEVAX,60-64,Z,24
2021-12-02,SPIKEVAX,60-64,M,45
2021-12-02,COVID-19 Vaccine Janssen,60-64,M,7
2021-12-02,Comirnaty,60-64,,1
2021-12-02,Comirnaty,60-64,M,4302
2021-12-02,Comirnaty,60-64,Z,158
2021-12-02,SPIKEVAX,60-64,Z,33
2021-12-02,SPIKEVAX,60-64,M,26
2021-12-02,SPIKEVAX,60-64,,1
2021-12-02,COVID-19 Vaccine Janssen,60-64,Z,3
2021-12-02,SPIKEVAX,60-64,M,701
2021-12-02,Comirnaty,65-69,M,7273
2021-12-02,Comirnaty,65-69,Z,8150
2021-12-02,SPIKEVAX,65-69,Z,20
2021-12-02,SPIKEVAX,65-69,M,25
2021-12-02,VAXZEVRIA,65-69,Z,1
2021-12-02,COVID-19 Vaccine Janssen,65-69,M,6
2021-12-02,VAXZEVRIA,65-69,M,1
2021-12-02,COVID-19 Vaccine Janssen,65-69,Z,26
2021-12-02,Comirnaty,65-69,M,175
2021-12-02,Comirnaty,65-69,Z,143
2021-12-02,Comirnaty,65-69,Z,145
2021-12-02,SPIKEVAX,65-69,M,1210
2021-12-02,Comirnaty,65-69,M,155
2021-12-02,Comirnaty,65-69,,2
2021-12-02,COVID-19 Vaccine Janssen,65-69,M,32
2021-12-02,SPIKEVAX,65-69,Z,1276
2021-12-02,COVID-19 Vaccine Janssen,65-69,Z,5
2021-12-02,SPIKEVAX,65-69,Z,34
2021-12-02,SPIKEVAX,65-69,M,28
2021-12-02,VAXZEVRIA,65-69,M,1
2021-12-02,Comirnaty,70-74,Z,7638
2021-12-02,SPIKEVAX,70-74,M,20
2021-12-02,Comirnaty,70-74,Z,144
2021-12-02,VAXZEVRIA,70-74,M,1
2021-12-02,SPIKEVAX,70-74,M,1288
2021-12-02,SPIKEVAX,70-74,Z,1445
2021-12-02,COVID-19 Vaccine Janssen,70-74,Z,12
2021-12-02,COVID-19 Vaccine Janssen,70-74,M,10
2021-12-02,Comirnaty,70-74,,1
2021-12-02,Comirnaty,70-74,M,6263
2021-12-02,SPIKEVAX,70-74,Z,30
2021-12-02,COVID-19 Vaccine Janssen,70-74,Z,14
2021-12-02,VAXZEVRIA,70-74,M,2
2021-12-02,SPIKEVAX,70-74,Z,16
2021-12-02,Comirnaty,70-74,Z,164
2021-12-02,Comirnaty,70-74,M,118
2021-12-02,COVID-19 Vaccine Janssen,70-74,M,14
2021-12-02,SPIKEVAX,70-74,M,22
2021-12-02,Comirnaty,70-74,M,108
2021-12-02,Comirnaty,75-79,Z,102
2021-12-02,COVID-19 Vaccine Janssen,75-79,Z,5
2021-12-02,COVID-19 Vaccine Janssen,75-79,M,5
2021-12-02,SPIKEVAX,75-79,Z,25
2021-12-02,SPIKEVAX,75-79,M,21
2021-12-02,Comirnaty,75-79,,1
2021-12-02,Comirnaty,75-79,M,3112
2021-12-02,Comirnaty,75-79,Z,4219
2021-12-02,SPIKEVAX,75-79,Z,15
2021-12-02,SPIKEVAX,75-79,M,19
2021-12-02,Comirnaty,75-79,Z,116
2021-12-02,Comirnaty,75-79,M,62
2021-12-02,SPIKEVAX,75-79,Z,1017
2021-12-02,SPIKEVAX,75-79,M,776
2021-12-02,COVID-19 Vaccine Janssen,75-79,Z,22
2021-12-02,COVID-19 Vaccine Janssen,75-79,M,10
2021-12-02,Comirnaty,75-79,M,67
2021-12-02,Comirnaty,80+,M,62
2021-12-02,Comirnaty,80+,,1
2021-12-02,COVID-19 Vaccine Janssen,80+,M,2
2021-12-02,Comirnaty,80+,Z,118
2021-12-02,SPIKEVAX,80+,M,7
2021-12-02,SPIKEVAX,80+,Z,22
2021-12-02,Comirnaty,80+,M,47
2021-12-02,Comirnaty,80+,Z,154
2021-12-02,Comirnaty,80+,Z,3635
2021-12-02,COVID-19 Vaccine Janssen,80+,,1
2021-12-02,COVID-19 Vaccine Janssen,80+,M,13
2021-12-02,SPIKEVAX,80+,Z,924
2021-12-02,SPIKEVAX,80+,M,487
2021-12-02,Comirnaty,80+,M,1900
2021-12-02,Comirnaty,80+,,3
2021-12-02,SPIKEVAX,80+,M,9
2021-12-02,SPIKEVAX,80+,Z,40
2021-12-02,COVID-19 Vaccine Janssen,80+,Z,21
2021-12-02,COVID-19 Vaccine Janssen,80+,Z,3
2021-12-02,VAXZEVRIA,80+,Z,1
2021-12-03,SPIKEVAX,12-15,Z,1
2021-12-03,SPIKEVAX,12-15,Z,7
2021-12-03,Comirnaty,12-15,Z,398
2021-12-03,Comirnaty,12-15,M,428
2021-12-03,Comirnaty,12-15,Z,902
2021-12-03,Comirnaty,12-15,M,846
2021-12-03,Comirnaty,12-15,,5
2021-12-03,SPIKEVAX,12-15,M,16
2021-12-03,SPIKEVAX,12-15,Z,23
2021-12-03,SPIKEVAX,12-15,M,14
2021-12-03,Comirnaty,16-17,,1
2021-12-03,Comirnaty,16-17,Z,125
2021-12-03,SPIKEVAX,16-17,Z,10
2021-12-03,SPIKEVAX,16-17,M,15
2021-12-03,Comirnaty,16-17,Z,340
2021-12-03,SPIKEVAX,16-17,M,12
2021-12-03,Comirnaty,16-17,M,304
2021-12-03,Comirnaty,16-17,M,125
2021-12-03,SPIKEVAX,16-17,Z,10
2021-12-03,Comirnaty,16-17,M,14
2021-12-03,Comirnaty,16-17,Z,7
2021-12-03,SPIKEVAX,16-17,M,1
2021-12-03,Comirnaty,16-17,,2
2021-12-03,SPIKEVAX,18-24,Z,44
2021-12-03,Comirnaty,18-24,Z,320
2021-12-03,Comirnaty,18-24,M,405
2021-12-03,Comirnaty,18-24,,5
2021-12-03,Comirnaty,18-24,,2
2021-12-03,Comirnaty,18-24,Z,791
2021-12-03,Comirnaty,18-24,M,863
2021-12-03,Comirnaty,18-24,,9
2021-12-03,Comirnaty,18-24,,17
2021-12-03,Comirnaty,18-24,Z,267
2021-12-03,Comirnaty,18-24,M,174
2021-12-03,Comirnaty,18-24,,2
2021-12-03,Comirnaty,18-24,,1
2021-12-03,COVID-19 Vaccine Janssen,18-24,Z,105
2021-12-03,COVID-19 Vaccine Janssen,18-24,M,176
2021-12-03,COVID-19 Vaccine Janssen,18-24,,21
2021-12-03,COVID-19 Vaccine Janssen,18-24,,8
2021-12-03,SPIKEVAX,18-24,M,61
2021-12-03,SPIKEVAX,18-24,Z,42
2021-12-03,SPIKEVAX,18-24,M,40
2021-12-03,SPIKEVAX,18-24,,1
2021-12-03,SPIKEVAX,18-24,Z,44
2021-12-03,SPIKEVAX,18-24,M,33
2021-12-03,SPIKEVAX,18-24,,1
2021-12-03,Comirnaty,25-29,M,255
2021-12-03,COVID-19 Vaccine Janssen,25-29,,5
2021-12-03,COVID-19 Vaccine Janssen,25-29,M,162
2021-12-03,Comirnaty,25-29,,4
2021-12-03,Comirnaty,25-29,Z,608
